price,volume,time,timestamp,type,order_type,trade_id
104355.8,0.00304926,2025-05-13 19:03:19,1747162999.3210142,buy,limit,83021359
104355.8,0.0128,2025-05-13 19:03:21,1747163001.3697126,buy,limit,83021360
104355.8,0.0128,2025-05-13 19:03:22,1747163002.8620777,buy,limit,83021361
104355.8,0.0958,2025-05-13 19:03:23,1747163003.7886417,buy,limit,83021362
104355.8,0.00011987,2025-05-13 19:03:25,1747163005.3713863,buy,market,83021363
104355.7,0.000129,2025-05-13 19:03:28,1747163008.749559,sell,limit,83021364
104355.8,0.0024018,2025-05-13 19:03:39,1747163019.5846274,buy,limit,83021365
104355.7,1e-05,2025-05-13 19:03:48,1747163028.9949121,sell,limit,83021366
104355.8,0.00597606,2025-05-13 19:03:50,1747163030.6223416,buy,limit,83021367
104355.8,0.00701166,2025-05-13 19:03:53,1747163033.023861,buy,limit,83021368
104355.7,0.0100678,2025-05-13 19:03:55,1747163035.7055044,sell,market,83021369
104355.7,0.00240767,2025-05-13 19:03:56,1747163036.6839225,sell,limit,83021370
104355.7,0.0001,2025-05-13 19:03:56,1747163036.6839225,sell,limit,83021372
104355.7,0.0001,2025-05-13 19:03:56,1747163036.6839225,sell,limit,83021371
104355.7,0.00597356,2025-05-13 19:03:56,1747163036.6839225,sell,limit,83021374
104355.7,0.001,2025-05-13 19:03:56,1747163036.6839225,sell,limit,83021373
104355.8,0.00028605,2025-05-13 19:03:59,1747163039.038719,buy,limit,83021375
104355.8,0.00018882,2025-05-13 19:04:00,1747163040.8401437,buy,limit,83021376
104355.8,9.441e-05,2025-05-13 19:04:01,1747163041.777082,buy,limit,83021377
104355.7,0.001,2025-05-13 19:04:11,1747163051.1405892,sell,market,83021378
104355.8,0.00017763,2025-05-13 19:04:12,1747163052.748531,buy,limit,83021379
104355.7,0.0001,2025-05-13 19:04:25,1747163065.1567159,sell,limit,83021380
104355.7,0.0001,2025-05-13 19:04:25,1747163065.1567159,sell,limit,83021382
104355.7,0.0001,2025-05-13 19:04:25,1747163065.1567159,sell,limit,83021381
104355.7,0.00169276,2025-05-13 19:04:25,1747163065.156716,sell,limit,83021384
104355.7,0.001,2025-05-13 19:04:25,1747163065.156716,sell,limit,83021383
104355.7,0.01200724,2025-05-13 19:04:25,1747163065.156716,sell,limit,83021385
104355.8,0.00369888,2025-05-13 19:04:38,1747163078.4428406,buy,market,83021386
104355.8,0.00119782,2025-05-13 19:05:15,1747163115.8082805,buy,market,83021387
104355.8,0.00026756,2025-05-13 19:05:18,1747163118.1756816,buy,limit,83021388
104355.7,0.001,2025-05-13 19:05:22,1747163122.0569613,sell,limit,83021391
104355.7,0.0001,2025-05-13 19:05:22,1747163122.0569613,sell,limit,83021390
104355.7,0.00071466,2025-05-13 19:05:22,1747163122.0569613,sell,limit,83021392
104355.7,0.0001,2025-05-13 19:05:22,1747163122.0569613,sell,limit,83021389
104355.7,0.00158535,2025-05-13 19:05:25,1747163125.9795895,sell,limit,83021393
104355.7,0.00158535,2025-05-13 19:05:27,1747163127.0340188,sell,limit,83021394
104355.7,0.00158535,2025-05-13 19:05:29,1747163129.8097394,sell,limit,83021395
104355.7,0.00027885,2025-05-13 19:05:31,1747163131.0220976,sell,limit,83021396
104355.0,0.0011065,2025-05-13 19:05:31,1747163131.0220976,sell,limit,83021399
104355.7,0.0001,2025-05-13 19:05:31,1747163131.0220976,sell,limit,83021398
104355.7,0.0001,2025-05-13 19:05:31,1747163131.0220976,sell,limit,83021397
104355.1,0.00807282,2025-05-13 19:05:33,1747163133.728077,buy,market,83021400
104355.0,0.00158535,2025-05-13 19:05:33,1747163133.976927,sell,limit,83021401
104355.0,0.00158535,2025-05-13 19:05:39,1747163139.1730938,sell,limit,83021402
104355.0,0.00158535,2025-05-13 19:05:40,1747163140.5961285,sell,limit,83021403
104355.0,0.00158535,2025-05-13 19:05:43,1747163143.2828956,sell,limit,83021404
104355.0,0.04972088,2025-05-13 19:05:48,1747163148.23051,sell,limit,83021405
104355.0,0.00027912,2025-05-13 19:05:48,1747163148.23051,sell,limit,83021406
104355.0,0.00072088,2025-05-13 19:05:51,1747163151.2564068,sell,limit,83021407
104355.0,0.0001,2025-05-13 19:05:51,1747163151.2564068,sell,limit,83021408
104355.0,0.0001,2025-05-13 19:05:51,1747163151.2564068,sell,limit,83021409
104339.7,0.00066447,2025-05-13 19:05:51,1747163151.2564068,sell,limit,83021410
